,bacc,animal,genotype,condition,classifier,cell,trial,equal_bacc_sample,cell_trial,cond
0,0.9632974084266673,0,WT,Veh,NN,,,False,baseline,WT-Veh
0,0.9641897694652,1,WT,Veh,NN,,,False,baseline,WT-Veh
0,0.8048397272972787,2,WT,Veh,NN,,,False,baseline,WT-Veh
0,0.9703933361911479,3,WT,Veh,NN,,,False,baseline,WT-Veh
0,0.9308054003172004,4,WT,Veh,NN,,,False,baseline,WT-Veh
0,0.8349856036658581,5,WT,Veh,NN,,,False,baseline,WT-Veh
0,0.9851369128553041,6,WT,Veh,NN,,,False,baseline,WT-Veh
0,0.8928881285384547,7,WT,Veh,NN,,,False,baseline,WT-Veh
0,0.8563230907054635,8,WT,Veh,NN,,,False,baseline,WT-Veh
0,0.9776856087425081,9,WT,Veh,NN,,,False,baseline,WT-Veh
0,0.8125781952503865,10,WT,GluA2,NN,,,False,baseline,WT-GluA2
0,0.5870241878745239,11,WT,GluA2,NN,,,False,baseline,WT-GluA2
0,0.9682458908797013,12,WT,GluA2,NN,,,False,baseline,WT-GluA2
0,0.9789289316321901,13,WT,GluA2,NN,,,False,baseline,WT-GluA2
0,0.901245972240037,14,WT,GluA2,NN,,,False,baseline,WT-GluA2
0,0.7963915575496578,15,WT,GluA2,NN,,,False,baseline,WT-GluA2
0,0.867653379996274,16,WT,GluA2,NN,,,False,baseline,WT-GluA2
0,0.6421632636747933,17,Tg,Veh,NN,,,False,baseline,Tg-Veh
0,0.9847584991708126,18,Tg,Veh,NN,,,False,baseline,Tg-Veh
0,0.891222798327968,19,Tg,Veh,NN,,,False,baseline,Tg-Veh
0,0.626894482511343,20,Tg,Veh,NN,,,False,baseline,Tg-Veh
0,0.8055010167881594,21,Tg,Veh,NN,,,False,baseline,Tg-Veh
0,0.5018859008425328,22,Tg,Veh,NN,,,False,baseline,Tg-Veh
0,0.7046469136945439,23,Tg,GluA2,NN,,,False,baseline,Tg-GluA2
0,0.7715339314283008,24,Tg,GluA2,NN,,,False,baseline,Tg-GluA2
0,0.9286205843218088,25,Tg,GluA2,NN,,,False,baseline,Tg-GluA2
0,0.7207995757057755,26,Tg,GluA2,NN,,,False,baseline,Tg-GluA2
0,0.9525806173756586,27,Tg,GluA2,NN,,,False,baseline,Tg-GluA2
0,0.9402735823220212,28,Tg,GluA2,NN,,,False,baseline,Tg-GluA2
0,0.9673581509898646,29,Tg,GluA2,NN,,,False,baseline,Tg-GluA2
0,0.9751026363220747,0,WT,Veh,SVM,,,False,baseline,WT-Veh
0,0.9806150956573367,1,WT,Veh,SVM,,,False,baseline,WT-Veh
0,0.8907302124844365,2,WT,Veh,SVM,,,False,baseline,WT-Veh
0,0.9733245218981047,3,WT,Veh,SVM,,,False,baseline,WT-Veh
0,0.9393947286196245,4,WT,Veh,SVM,,,False,baseline,WT-Veh
0,0.8360838295474038,5,WT,Veh,SVM,,,False,baseline,WT-Veh
0,0.987999697719053,6,WT,Veh,SVM,,,False,baseline,WT-Veh
0,0.9433777635629894,7,WT,Veh,SVM,,,False,baseline,WT-Veh
0,0.8779378314414115,8,WT,Veh,SVM,,,False,baseline,WT-Veh
0,0.9899943305418576,9,WT,Veh,SVM,,,False,baseline,WT-Veh
0,0.8087636902335992,10,WT,GluA2,SVM,,,False,baseline,WT-GluA2
0,0.6149189390814915,11,WT,GluA2,SVM,,,False,baseline,WT-GluA2
0,0.9755163845967911,12,WT,GluA2,SVM,,,False,baseline,WT-GluA2
0,0.9864729195119779,13,WT,GluA2,SVM,,,False,baseline,WT-GluA2
0,0.9274000396459847,14,WT,GluA2,SVM,,,False,baseline,WT-GluA2
0,0.8120309423822762,15,WT,GluA2,SVM,,,False,baseline,WT-GluA2
0,0.8944956225611986,16,WT,GluA2,SVM,,,False,baseline,WT-GluA2
0,0.5839976800561663,17,Tg,Veh,SVM,,,False,baseline,Tg-Veh
0,0.9879367367706919,18,Tg,Veh,SVM,,,False,baseline,Tg-Veh
0,0.9476775334529672,19,Tg,Veh,SVM,,,False,baseline,Tg-Veh
0,0.6891802302568917,20,Tg,Veh,SVM,,,False,baseline,Tg-Veh
0,0.8143204156996025,21,Tg,Veh,SVM,,,False,baseline,Tg-Veh
0,0.5002227752014446,22,Tg,Veh,SVM,,,False,baseline,Tg-Veh
0,0.6472066112391346,23,Tg,GluA2,SVM,,,False,baseline,Tg-GluA2
0,0.786920634759571,24,Tg,GluA2,SVM,,,False,baseline,Tg-GluA2
0,0.9538591146833996,25,Tg,GluA2,SVM,,,False,baseline,Tg-GluA2
0,0.6827962534626819,26,Tg,GluA2,SVM,,,False,baseline,Tg-GluA2
0,0.9664775489038658,27,Tg,GluA2,SVM,,,False,baseline,Tg-GluA2
0,0.9637818592712883,28,Tg,GluA2,SVM,,,False,baseline,Tg-GluA2
0,0.972669792554703,29,Tg,GluA2,SVM,,,False,baseline,Tg-GluA2
0,0.563629063453243,0,WT,Veh,LDA,25,600,False,c25_t600,WT-Veh
0,0.6370533905618602,1,WT,Veh,LDA,25,600,False,c25_t600,WT-Veh
0,0.5188109997114287,2,WT,Veh,LDA,25,600,False,c25_t600,WT-Veh
0,0.671377768421632,3,WT,Veh,LDA,25,600,False,c25_t600,WT-Veh
0,0.6977991551869387,4,WT,Veh,LDA,25,600,False,c25_t600,WT-Veh
0,0.6262905854100811,5,WT,Veh,LDA,25,600,False,c25_t600,WT-Veh
0,0.5270368394322498,6,WT,Veh,LDA,25,600,False,c25_t600,WT-Veh
0,0.6684364177070962,7,WT,Veh,LDA,25,600,False,c25_t600,WT-Veh
0,0.6029951309247823,8,WT,Veh,LDA,25,600,False,c25_t600,WT-Veh
0,0.6093417225173848,9,WT,Veh,LDA,25,600,False,c25_t600,WT-Veh
0,0.6337447681150983,10,WT,GluA2,LDA,25,600,False,c25_t600,WT-GluA2
0,0.4991804446978335,11,WT,GluA2,LDA,25,600,False,c25_t600,WT-GluA2
0,0.5650067443552022,12,WT,GluA2,LDA,25,600,False,c25_t600,WT-GluA2
0,0.523041457769247,13,WT,GluA2,LDA,25,600,False,c25_t600,WT-GluA2
0,0.7530715143600089,14,WT,GluA2,LDA,25,600,False,c25_t600,WT-GluA2
0,0.6697720771240615,15,WT,GluA2,LDA,25,600,False,c25_t600,WT-GluA2
0,0.6053225622130552,16,WT,GluA2,LDA,25,600,False,c25_t600,WT-GluA2
0,0.4997853340202645,17,Tg,Veh,LDA,25,600,False,c25_t600,Tg-Veh
0,0.5006313131313131,18,Tg,Veh,LDA,25,600,False,c25_t600,Tg-Veh
0,0.5019602940160598,19,Tg,Veh,LDA,25,600,False,c25_t600,Tg-Veh
0,0.5012826523306486,20,Tg,Veh,LDA,25,600,False,c25_t600,Tg-Veh
0,0.628315867567218,21,Tg,Veh,LDA,25,600,False,c25_t600,Tg-Veh
0,0.5,22,Tg,Veh,LDA,25,600,False,c25_t600,Tg-Veh
0,0.4992000990672705,23,Tg,GluA2,LDA,25,600,False,c25_t600,Tg-GluA2
0,0.5227784526358361,24,Tg,GluA2,LDA,25,600,False,c25_t600,Tg-GluA2
0,0.5212443230374437,25,Tg,GluA2,LDA,25,600,False,c25_t600,Tg-GluA2
0,0.6855276072928387,26,Tg,GluA2,LDA,25,600,False,c25_t600,Tg-GluA2
0,0.5531638491703348,27,Tg,GluA2,LDA,25,600,False,c25_t600,Tg-GluA2
0,0.641860163869436,28,Tg,GluA2,LDA,25,600,False,c25_t600,Tg-GluA2
0,0.5185350951974993,29,Tg,GluA2,LDA,25,600,False,c25_t600,Tg-GluA2
0,0.7377395582007984,0,WT,Veh,NB,25,600,False,c25_t600,WT-Veh
0,0.7092553123670897,1,WT,Veh,NB,25,600,False,c25_t600,WT-Veh
0,0.6788004804508883,2,WT,Veh,NB,25,600,False,c25_t600,WT-Veh
0,0.7330228444468001,3,WT,Veh,NB,25,600,False,c25_t600,WT-Veh
0,0.7033245134216907,4,WT,Veh,NB,25,600,False,c25_t600,WT-Veh
0,0.6202005072410498,5,WT,Veh,NB,25,600,False,c25_t600,WT-Veh
0,0.7412076520640485,6,WT,Veh,NB,25,600,False,c25_t600,WT-Veh
0,0.6548447798553931,7,WT,Veh,NB,25,600,False,c25_t600,WT-Veh
0,0.607221444551933,8,WT,Veh,NB,25,600,False,c25_t600,WT-Veh
0,0.7489439935515014,9,WT,Veh,NB,25,600,False,c25_t600,WT-Veh
0,0.688987165304921,10,WT,GluA2,NB,25,600,False,c25_t600,WT-GluA2
0,0.619387145491157,11,WT,GluA2,NB,25,600,False,c25_t600,WT-GluA2
0,0.6847320691646368,12,WT,GluA2,NB,25,600,False,c25_t600,WT-GluA2
0,0.7554970939826686,13,WT,GluA2,NB,25,600,False,c25_t600,WT-GluA2
0,0.722023344488625,14,WT,GluA2,NB,25,600,False,c25_t600,WT-GluA2
0,0.6879785868725361,15,WT,GluA2,NB,25,600,False,c25_t600,WT-GluA2
0,0.6504561387101865,16,WT,GluA2,NB,25,600,False,c25_t600,WT-GluA2
0,0.5856571096733737,17,Tg,Veh,NB,25,600,False,c25_t600,Tg-Veh
0,0.7699103912256897,18,Tg,Veh,NB,25,600,False,c25_t600,Tg-Veh
0,0.6472839309144001,19,Tg,Veh,NB,25,600,False,c25_t600,Tg-Veh
0,0.6275421964632195,20,Tg,Veh,NB,25,600,False,c25_t600,Tg-Veh
0,0.5970434114471668,21,Tg,Veh,NB,25,600,False,c25_t600,Tg-Veh
0,0.5588708472645968,22,Tg,Veh,NB,25,600,False,c25_t600,Tg-Veh
0,0.6889657225336219,23,Tg,GluA2,NB,25,600,False,c25_t600,Tg-GluA2
0,0.6815280195750714,24,Tg,GluA2,NB,25,600,False,c25_t600,Tg-GluA2
0,0.7243321310217209,25,Tg,GluA2,NB,25,600,False,c25_t600,Tg-GluA2
0,0.6880329552350277,26,Tg,GluA2,NB,25,600,False,c25_t600,Tg-GluA2
0,0.7166669550738329,27,Tg,GluA2,NB,25,600,False,c25_t600,Tg-GluA2
0,0.6866113425923912,28,Tg,GluA2,NB,25,600,False,c25_t600,Tg-GluA2
0,0.6109358719333144,29,Tg,GluA2,NB,25,600,False,c25_t600,Tg-GluA2
0,0.7860014274726599,0,WT,Veh,QDA,25,600,False,c25_t600,WT-Veh
0,0.7604266639771415,1,WT,Veh,QDA,25,600,False,c25_t600,WT-Veh
0,0.7113819093007265,2,WT,Veh,QDA,25,600,False,c25_t600,WT-Veh
0,0.7424580301839561,3,WT,Veh,QDA,25,600,False,c25_t600,WT-Veh
0,0.7115426144116566,4,WT,Veh,QDA,25,600,False,c25_t600,WT-Veh
0,0.6292539023254674,5,WT,Veh,QDA,25,600,False,c25_t600,WT-Veh
0,0.817639892125912,6,WT,Veh,QDA,25,600,False,c25_t600,WT-Veh
0,0.6772105254789855,7,WT,Veh,QDA,25,600,False,c25_t600,WT-Veh
0,0.6315650452372649,8,WT,Veh,QDA,25,600,False,c25_t600,WT-Veh
0,0.7764063851685081,9,WT,Veh,QDA,25,600,False,c25_t600,WT-Veh
0,0.7076995232273048,10,WT,GluA2,QDA,25,600,False,c25_t600,WT-GluA2
0,0.6722010783861812,11,WT,GluA2,QDA,25,600,False,c25_t600,WT-GluA2
0,0.7467523274779783,12,WT,GluA2,QDA,25,600,False,c25_t600,WT-GluA2
0,0.794486193771401,13,WT,GluA2,QDA,25,600,False,c25_t600,WT-GluA2
0,0.7356216062842773,14,WT,GluA2,QDA,25,600,False,c25_t600,WT-GluA2
0,0.7142409784244528,15,WT,GluA2,QDA,25,600,False,c25_t600,WT-GluA2
0,0.6751237871958681,16,WT,GluA2,QDA,25,600,False,c25_t600,WT-GluA2
0,0.828307225174246,17,Tg,Veh,QDA,25,600,False,c25_t600,Tg-Veh
0,0.5,18,Tg,Veh,QDA,25,600,False,c25_t600,Tg-Veh
0,0.8120411201567919,19,Tg,Veh,QDA,25,600,False,c25_t600,Tg-Veh
0,0.668947507889154,20,Tg,Veh,QDA,25,600,False,c25_t600,Tg-Veh
0,0.6253810713914995,21,Tg,Veh,QDA,25,600,False,c25_t600,Tg-Veh
0,0.6088829245383616,22,Tg,Veh,QDA,25,600,False,c25_t600,Tg-Veh
0,0.5,23,Tg,Veh,QDA,25,600,False,c25_t600,Tg-Veh
0,0.6990159645811915,24,Tg,GluA2,QDA,25,600,False,c25_t600,Tg-GluA2
0,0.6926407695121356,25,Tg,GluA2,QDA,25,600,False,c25_t600,Tg-GluA2
0,0.7381830959426559,26,Tg,GluA2,QDA,25,600,False,c25_t600,Tg-GluA2
0,0.7012208921446013,27,Tg,GluA2,QDA,25,600,False,c25_t600,Tg-GluA2
0,0.7492032228389087,28,Tg,GluA2,QDA,25,600,False,c25_t600,Tg-GluA2
0,0.6946608887994374,29,Tg,GluA2,QDA,25,600,False,c25_t600,Tg-GluA2
0,0.6934782608695652,30,Tg,GluA2,QDA,25,600,False,c25_t600,Tg-GluA2
0,0.9103453154500145,0,WT,Veh,NN,25,600,False,c25_t600,WT-Veh
0,0.9255299141476949,1,WT,Veh,NN,25,600,False,c25_t600,WT-Veh
0,0.6637112980559319,2,WT,Veh,NN,25,600,False,c25_t600,WT-Veh
0,0.9525349077718626,3,WT,Veh,NN,25,600,False,c25_t600,WT-Veh
0,0.8706913545090316,4,WT,Veh,NN,25,600,False,c25_t600,WT-Veh
0,0.758163456590458,5,WT,Veh,NN,25,600,False,c25_t600,WT-Veh
0,0.9647349329856456,6,WT,Veh,NN,25,600,False,c25_t600,WT-Veh
0,0.8268450598409822,7,WT,Veh,NN,25,600,False,c25_t600,WT-Veh
0,0.7944760773013035,8,WT,Veh,NN,25,600,False,c25_t600,WT-Veh
0,0.9203823827134919,9,WT,Veh,NN,25,600,False,c25_t600,WT-Veh
0,0.8029466752058791,10,WT,GluA2,NN,25,600,False,c25_t600,WT-GluA2
0,0.5090756083359615,11,WT,GluA2,NN,25,600,False,c25_t600,WT-GluA2
0,0.9445468894780301,12,WT,GluA2,NN,25,600,False,c25_t600,WT-GluA2
0,0.962615085831598,13,WT,GluA2,NN,25,600,False,c25_t600,WT-GluA2
0,0.8087695363363223,14,WT,GluA2,NN,25,600,False,c25_t600,WT-GluA2
0,0.7852617634660575,15,WT,GluA2,NN,25,600,False,c25_t600,WT-GluA2
0,0.7385262751470192,16,WT,GluA2,NN,25,600,False,c25_t600,WT-GluA2
0,0.5498192973263888,17,Tg,Veh,NN,25,600,False,c25_t600,Tg-Veh
0,0.8657116877732549,18,Tg,Veh,NN,25,600,False,c25_t600,Tg-Veh
0,0.7890005857309543,19,Tg,Veh,NN,25,600,False,c25_t600,Tg-Veh
0,0.5726457489470609,20,Tg,Veh,NN,25,600,False,c25_t600,Tg-Veh
0,0.7077534540168993,21,Tg,Veh,NN,25,600,False,c25_t600,Tg-Veh
0,0.5,22,Tg,Veh,NN,25,600,False,c25_t600,Tg-Veh
0,0.6489339499147972,23,Tg,GluA2,NN,25,600,False,c25_t600,Tg-GluA2
0,0.7278582131272617,24,Tg,GluA2,NN,25,600,False,c25_t600,Tg-GluA2
0,0.8350032926650063,25,Tg,GluA2,NN,25,600,False,c25_t600,Tg-GluA2
0,0.7205336352969014,26,Tg,GluA2,NN,25,600,False,c25_t600,Tg-GluA2
0,0.8476497925595204,27,Tg,GluA2,NN,25,600,False,c25_t600,Tg-GluA2
0,0.8896938366032092,28,Tg,GluA2,NN,25,600,False,c25_t600,Tg-GluA2
0,0.9060244387610117,29,Tg,GluA2,NN,25,600,False,c25_t600,Tg-GluA2
0,0.9324544677353099,0,WT,Veh,SVM,25,600,False,c25_t600,WT-Veh
0,0.9301262522704761,1,WT,Veh,SVM,25,600,False,c25_t600,WT-Veh
0,0.6404683297392044,2,WT,Veh,SVM,25,600,False,c25_t600,WT-Veh
0,0.9500220851158506,3,WT,Veh,SVM,25,600,False,c25_t600,WT-Veh
0,0.8689483145267505,4,WT,Veh,SVM,25,600,False,c25_t600,WT-Veh
0,0.7700245043985396,5,WT,Veh,SVM,25,600,False,c25_t600,WT-Veh
0,0.9519134987974677,6,WT,Veh,SVM,25,600,False,c25_t600,WT-Veh
0,0.8295612960957778,7,WT,Veh,SVM,25,600,False,c25_t600,WT-Veh
0,0.7896852513207682,8,WT,Veh,SVM,25,600,False,c25_t600,WT-Veh
0,0.9237036091092243,9,WT,Veh,SVM,25,600,False,c25_t600,WT-Veh
0,0.8065291012478895,10,WT,GluA2,SVM,25,600,False,c25_t600,WT-GluA2
0,0.5062760802057303,11,WT,GluA2,SVM,25,600,False,c25_t600,WT-GluA2
0,0.9458253878588108,12,WT,GluA2,SVM,25,600,False,c25_t600,WT-GluA2
0,0.9570868132983609,13,WT,GluA2,SVM,25,600,False,c25_t600,WT-GluA2
0,0.8088272173571676,14,WT,GluA2,SVM,25,600,False,c25_t600,WT-GluA2
0,0.7953589243114292,15,WT,GluA2,SVM,25,600,False,c25_t600,WT-GluA2
0,0.7390856110036288,16,WT,GluA2,SVM,25,600,False,c25_t600,WT-GluA2
0,0.515881678119473,17,Tg,Veh,SVM,25,600,False,c25_t600,Tg-Veh
0,0.8651519862807175,18,Tg,Veh,SVM,25,600,False,c25_t600,Tg-Veh
0,0.7847669748140131,19,Tg,Veh,SVM,25,600,False,c25_t600,Tg-Veh
0,0.5594492663360987,20,Tg,Veh,SVM,25,600,False,c25_t600,Tg-Veh
0,0.7052705095133407,21,Tg,Veh,SVM,25,600,False,c25_t600,Tg-Veh
0,0.5,22,Tg,Veh,SVM,25,600,False,c25_t600,Tg-Veh
0,0.5730422302607133,23,Tg,GluA2,SVM,25,600,False,c25_t600,Tg-GluA2
0,0.7260004609650985,24,Tg,GluA2,SVM,25,600,False,c25_t600,Tg-GluA2
0,0.8457911799587148,25,Tg,GluA2,SVM,25,600,False,c25_t600,Tg-GluA2
0,0.6933108953155407,26,Tg,GluA2,SVM,25,600,False,c25_t600,Tg-GluA2
0,0.8395373501136678,27,Tg,GluA2,SVM,25,600,False,c25_t600,Tg-GluA2
0,0.8890195369592597,28,Tg,GluA2,SVM,25,600,False,c25_t600,Tg-GluA2
0,0.8971061854693568,29,Tg,GluA2,SVM,25,600,False,c25_t600,Tg-GluA2
0,0.5635848412568139,0,WT,Veh,LDA,25,,False,c25,WT-Veh
0,0.6338689199051182,1,WT,Veh,LDA,25,,False,c25,WT-Veh
0,0.5166007983997307,2,WT,Veh,LDA,25,,False,c25,WT-Veh
0,0.6727248828825856,3,WT,Veh,LDA,25,,False,c25,WT-Veh
0,0.6986288201489497,4,WT,Veh,LDA,25,,False,c25,WT-Veh
0,0.6251871523438457,5,WT,Veh,LDA,25,,False,c25,WT-Veh
0,0.5265040780812497,6,WT,Veh,LDA,25,,False,c25,WT-Veh
0,0.6688877328378038,7,WT,Veh,LDA,25,,False,c25,WT-Veh
0,0.603873823828484,8,WT,Veh,LDA,25,,False,c25,WT-Veh
0,0.6090025769235531,9,WT,Veh,LDA,25,,False,c25,WT-Veh
0,0.6332440597486108,10,WT,GluA2,LDA,25,,False,c25,WT-GluA2
0,0.4991804446978335,11,WT,GluA2,LDA,25,,False,c25,WT-GluA2
0,0.5664722858576943,12,WT,GluA2,LDA,25,,False,c25,WT-GluA2
0,0.5236880988724425,13,WT,GluA2,LDA,25,,False,c25,WT-GluA2
0,0.7536122544961268,14,WT,GluA2,LDA,25,,False,c25,WT-GluA2
0,0.6684572746706774,15,WT,GluA2,LDA,25,,False,c25,WT-GluA2
0,0.6046036992419758,16,WT,GluA2,LDA,25,,False,c25,WT-GluA2
0,0.4997853340202645,17,Tg,Veh,LDA,25,,False,c25,Tg-Veh
0,0.5025252525252525,18,Tg,Veh,LDA,25,,False,c25,Tg-Veh
0,0.5007534317014829,19,Tg,Veh,LDA,25,,False,c25,Tg-Veh
0,0.501759531014795,20,Tg,Veh,LDA,25,,False,c25,Tg-Veh
0,0.626574962886665,21,Tg,Veh,LDA,25,,False,c25,Tg-Veh
0,0.5,22,Tg,Veh,LDA,25,,False,c25,Tg-Veh
0,0.4988794433355245,23,Tg,GluA2,LDA,25,,False,c25,Tg-GluA2
0,0.5221320022362123,24,Tg,GluA2,LDA,25,,False,c25,Tg-GluA2
0,0.5187005483247714,25,Tg,GluA2,LDA,25,,False,c25,Tg-GluA2
0,0.6871594499627375,26,Tg,GluA2,LDA,25,,False,c25,Tg-GluA2
0,0.5542708493246246,27,Tg,GluA2,LDA,25,,False,c25,Tg-GluA2
0,0.6405838692445768,28,Tg,GluA2,LDA,25,,False,c25,Tg-GluA2
0,0.5176233778535569,29,Tg,GluA2,LDA,25,,False,c25,Tg-GluA2
0,0.7384347891249874,0,WT,Veh,NB,25,,False,c25,WT-Veh
0,0.7072484921374207,1,WT,Veh,NB,25,,False,c25,WT-Veh
0,0.6750221922277758,2,WT,Veh,NB,25,,False,c25,WT-Veh
0,0.7326060718384526,3,WT,Veh,NB,25,,False,c25,WT-Veh
0,0.7032062356379802,4,WT,Veh,NB,25,,False,c25,WT-Veh
0,0.6204578646867113,5,WT,Veh,NB,25,,False,c25,WT-Veh
0,0.7435397257611662,6,WT,Veh,NB,25,,False,c25,WT-Veh
0,0.6554687769557874,7,WT,Veh,NB,25,,False,c25,WT-Veh
0,0.6088304198314867,8,WT,Veh,NB,25,,False,c25,WT-Veh
0,0.7493478305672507,9,WT,Veh,NB,25,,False,c25,WT-Veh
0,0.6896664208408536,10,WT,GluA2,NB,25,,False,c25,WT-GluA2
0,0.620272811082268,11,WT,GluA2,NB,25,,False,c25,WT-GluA2
0,0.6856140217236285,12,WT,GluA2,NB,25,,False,c25,WT-GluA2
0,0.7543315115198468,13,WT,GluA2,NB,25,,False,c25,WT-GluA2
0,0.7218482802582431,14,WT,GluA2,NB,25,,False,c25,WT-GluA2
0,0.6873812481164465,15,WT,GluA2,NB,25,,False,c25,WT-GluA2
0,0.6521661927881651,16,WT,GluA2,NB,25,,False,c25,WT-GluA2
0,0.5853082603469002,17,Tg,Veh,NB,25,,False,c25,Tg-Veh
0,0.7695372568973315,18,Tg,Veh,NB,25,,False,c25,Tg-Veh
0,0.6469789598866476,19,Tg,Veh,NB,25,,False,c25,Tg-Veh
0,0.6297538154667324,20,Tg,Veh,NB,25,,False,c25,Tg-Veh
0,0.5972856407126668,21,Tg,Veh,NB,25,,False,c25,Tg-Veh
0,0.5576378952869043,22,Tg,Veh,NB,25,,False,c25,Tg-Veh
0,0.6886998294337938,23,Tg,GluA2,NB,25,,False,c25,Tg-GluA2
0,0.6804701916484142,24,Tg,GluA2,NB,25,,False,c25,Tg-GluA2
0,0.7235354211589866,25,Tg,GluA2,NB,25,,False,c25,Tg-GluA2
0,0.6889132208857062,26,Tg,GluA2,NB,25,,False,c25,Tg-GluA2
0,0.7182833241751974,27,Tg,GluA2,NB,25,,False,c25,Tg-GluA2
0,0.6887319530482452,28,Tg,GluA2,NB,25,,False,c25,Tg-GluA2
0,0.6133158094155536,29,Tg,GluA2,NB,25,,False,c25,Tg-GluA2
0,0.785773601126777,0,WT,Veh,QDA,25,,False,c25,WT-Veh
0,0.7608376570303647,1,WT,Veh,QDA,25,,False,c25,WT-Veh
0,0.7086719708259672,2,WT,Veh,QDA,25,,False,c25,WT-Veh
0,0.7429736305958692,3,WT,Veh,QDA,25,,False,c25,WT-Veh
0,0.7119250742573279,4,WT,Veh,QDA,25,,False,c25,WT-Veh
0,0.6288167438555221,5,WT,Veh,QDA,25,,False,c25,WT-Veh
0,0.8179777757369013,6,WT,Veh,QDA,25,,False,c25,WT-Veh
0,0.6773661701540508,7,WT,Veh,QDA,25,,False,c25,WT-Veh
0,0.6315524859059316,8,WT,Veh,QDA,25,,False,c25,WT-Veh
0,0.776335418352893,9,WT,Veh,QDA,25,,False,c25,WT-Veh
0,0.7078395792497137,10,WT,GluA2,QDA,25,,False,c25,WT-GluA2
0,0.6708573412746548,11,WT,GluA2,QDA,25,,False,c25,WT-GluA2
0,0.7466588059171225,12,WT,GluA2,QDA,25,,False,c25,WT-GluA2
0,0.7952002470399715,13,WT,GluA2,QDA,25,,False,c25,WT-GluA2
0,0.7357052515382253,14,WT,GluA2,QDA,25,,False,c25,WT-GluA2
0,0.714390723857217,15,WT,GluA2,QDA,25,,False,c25,WT-GluA2
0,0.6736807201690175,16,WT,GluA2,QDA,25,,False,c25,WT-GluA2
0,0.8538058105030708,17,Tg,Veh,QDA,25,,False,c25,Tg-Veh
0,0.5,18,Tg,Veh,QDA,25,,False,c25,Tg-Veh
0,0.8089561661390019,19,Tg,Veh,QDA,25,,False,c25,Tg-Veh
0,0.6709800187336172,20,Tg,Veh,QDA,25,,False,c25,Tg-Veh
0,0.6200902731120954,21,Tg,Veh,QDA,25,,False,c25,Tg-Veh
0,0.6081562367418614,22,Tg,Veh,QDA,25,,False,c25,Tg-Veh
0,0.5,23,Tg,Veh,QDA,25,,False,c25,Tg-Veh
0,0.6980682434522443,24,Tg,GluA2,QDA,25,,False,c25,Tg-GluA2
0,0.6932771936792698,25,Tg,GluA2,QDA,25,,False,c25,Tg-GluA2
0,0.738098665007161,26,Tg,GluA2,QDA,25,,False,c25,Tg-GluA2
0,0.700572942068386,27,Tg,GluA2,QDA,25,,False,c25,Tg-GluA2
0,0.7482982446540912,28,Tg,GluA2,QDA,25,,False,c25,Tg-GluA2
0,0.6942912850146947,29,Tg,GluA2,QDA,25,,False,c25,Tg-GluA2
0,0.695881879321777,30,Tg,GluA2,QDA,25,,False,c25,Tg-GluA2
0,0.9195459361022457,0,WT,Veh,NN,25,,False,c25,WT-Veh
0,0.9225688707134505,1,WT,Veh,NN,25,,False,c25,WT-Veh
0,0.6579340611805745,2,WT,Veh,NN,25,,False,c25,WT-Veh
0,0.9537451291976882,3,WT,Veh,NN,25,,False,c25,WT-Veh
0,0.8692245596965634,4,WT,Veh,NN,25,,False,c25,WT-Veh
0,0.7565222744982725,5,WT,Veh,NN,25,,False,c25,WT-Veh
0,0.9616151475910091,6,WT,Veh,NN,25,,False,c25,WT-Veh
0,0.8254628948834217,7,WT,Veh,NN,25,,False,c25,WT-Veh
0,0.7929393674936625,8,WT,Veh,NN,25,,False,c25,WT-Veh
0,0.9195068795632271,9,WT,Veh,NN,25,,False,c25,WT-Veh
0,0.8168206312548114,10,WT,GluA2,NN,25,,False,c25,WT-GluA2
0,0.5,11,WT,GluA2,NN,25,,False,c25,WT-GluA2
0,0.940062113954777,12,WT,GluA2,NN,25,,False,c25,WT-GluA2
0,0.9642311796905025,13,WT,GluA2,NN,25,,False,c25,WT-GluA2
0,0.8131132592497581,14,WT,GluA2,NN,25,,False,c25,WT-GluA2
0,0.7859298909721811,15,WT,GluA2,NN,25,,False,c25,WT-GluA2
0,0.7364287572868016,16,WT,GluA2,NN,25,,False,c25,WT-GluA2
0,0.5419507968236917,17,Tg,Veh,NN,25,,False,c25,Tg-Veh
0,0.8582042439318558,18,Tg,Veh,NN,25,,False,c25,Tg-Veh
0,0.7876623115560031,19,Tg,Veh,NN,25,,False,c25,Tg-Veh
0,0.5836798137199769,20,Tg,Veh,NN,25,,False,c25,Tg-Veh
0,0.7025389075558439,21,Tg,Veh,NN,25,,False,c25,Tg-Veh
0,0.5,22,Tg,Veh,NN,25,,False,c25,Tg-Veh
0,0.6349792941271213,23,Tg,GluA2,NN,25,,False,c25,Tg-GluA2
0,0.7384768993187477,24,Tg,GluA2,NN,25,,False,c25,Tg-GluA2
0,0.8317451325746464,25,Tg,GluA2,NN,25,,False,c25,Tg-GluA2
0,0.7227619525904321,26,Tg,GluA2,NN,25,,False,c25,Tg-GluA2
0,0.84036936450786,27,Tg,GluA2,NN,25,,False,c25,Tg-GluA2
0,0.8871274483978107,28,Tg,GluA2,NN,25,,False,c25,Tg-GluA2
0,0.8969427867765464,29,Tg,GluA2,NN,25,,False,c25,Tg-GluA2
0,0.927607157936732,0,WT,Veh,SVM,25,,False,c25,WT-Veh
